id,type,timingData.startTimeInNanos,timingData.endTimeInNanos,timingData.responseTime,timingData.processingTime,timingData.selfTime,timingData.suspensionTime,timingData.cpuTime,timingData.waitTime,timingData.diskIOTime,timingData.networkIOTime,timingData.syncTime,timingData.totalExecutionTime,purePathsData.infoData.serviceId,purePathsData.infoData.serviceName,purePathsData.infoData.dimension,purePathsData.infoData.callURI,purePathsData.infoData.traceIdHex,purePathsData.infoData.callStartTime,purePathsData.infoData.multiplicity,purePathsData.infoData.failed,purePathsData.infoData.serviceType,purePathsData.infoData.technologyType,purePathsData.infoData.callFlawBits,purePathsData.infoData.anyFlaws,purePathsData.infoData.external,purePathsData.infoData.autoSensorDataExists,purePathsData.infoData.pgName,purePathsData.infoData.pgiName,purePathsData.infoData.pgiId,purePathsData.infoData.serverEntryPoint,purePathsData.timingData.startTimeInNanos,purePathsData.timingData.endTimeInNanos,purePathsData.timingData.responseTime,purePathsData.timingData.processingTime,purePathsData.timingData.selfTime,purePathsData.timingData.suspensionTime,purePathsData.timingData.cpuTime,purePathsData.timingData.waitTime,purePathsData.timingData.diskIOTime,purePathsData.timingData.networkIOTime,purePathsData.timingData.syncTime,purePathsData.databaseData.sqlFetchesPerExecution,purePathsData.databaseData.sqlRowsReturnedPerExecution,purePathsData.childCallsData.callsToDatabases,purePathsData.childCallsData.callsToServices,purePathsData.childCallsData.timeSpentInCallsToDatabases,purePathsData.childCallsData.timeSpentInCallsToServices,purePathsData.requestData.httpCode,purePathsData.requestData.httpCodeValid,purePathsData.requestAttributesData.requestAttributesCount,purePathsData.type,traceData
80330475Z1X14X0X4453843023X20260602104953Y0Y0.session,PurePath,1780411066214204000,1780411066280877000,66673,66673,66687,4403,35931,12172,0,0,0,66687,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,80330475Z1X14X0X4453843023X20260602104953Y0Y0.session,b68f17c5470015861aa7253107e14af2,1780411066214,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xppg6),PROCESS_GROUP_INSTANCE-CC6F93DA5E71C4DC,false,1780411066214204000,1780411066280877000,66673,66673,66687,4403,35931,12172,0,0,0,0,0,2,1,6119,9141,200,true,3,PurePath,,
10910996Z1X104X0X2681895433X20260602104039Y0Y0.session,PurePath,1780411065969185000,1780411066052343000,83158,83158,83178,3567,40872,883,0,37847,0,83178,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,10910996Z1X104X0X2681895433X20260602104039Y0Y0.session,55322d21bbd736e1110c7b85b5b4172c,1780411065969,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-mpmrk),PROCESS_GROUP_INSTANCE-0CEAA227E4D70B95,false,1780411065969185000,1780411066052343000,83158,83158,83178,3567,40872,883,0,37847,0,0,0,2,1,6566,11735,200,true,3,PurePath,,
57579322Z1X22X0X48103649X20260602113309Y0Y0.session,PurePath,1780411065957208000,1780411066043607000,86399,86399,86435,0,37477,0,0,0,0,86435,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,57579322Z1X22X0X48103649X20260602113309Y0Y0.session,e72f01363bf70f6e7e81ffffde290f87,1780411065957,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-84qvs),PROCESS_GROUP_INSTANCE-89B8C79D19ABBA8B,false,1780411065957208000,1780411066043607000,86399,86399,86435,0,37477,0,0,0,0,0,0,2,1,7110,22511,200,true,3,PurePath,,
15661816Z1X20X0X2223099961X20260602104904Y0Y0.session,PurePath,1780411065926162000,1780411067172462000,1246300,1246300,1246300,2911,6257,0,0,1236827,0,1246300,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,consultaCpfRfb@_@/consultaCpfRfb/<masked>,15661816Z1X20X0X2223099961X20260602104904Y0Y0.session,c92afa926f8b54edd194bd2d42dfa08f,1780411065926,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-446sq),PROCESS_GROUP_INSTANCE-CED887F3C8978DA2,false,1780411065926162000,1780411067172462000,1246300,1246300,1246300,2911,6257,0,0,1236827,0,0,0,0,1,0,1240036,200,true,3,PurePath,,
59066824Z1X31X0X15395076X20260602113207Y0Y0.session,PurePath,1780411065576205000,1780411065655565000,79360,79360,79382,0,40444,0,0,38834,0,79382,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,59066824Z1X31X0X15395076X20260602113207Y0Y0.session,fb99a455113090a3fb42674c8574f347,1780411065576,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-mpmrk),PROCESS_GROUP_INSTANCE-0CEAA227E4D70B95,false,1780411065576205000,1780411065655565000,79360,79360,79382,0,40444,0,0,38834,0,0,0,2,1,7485,18636,200,true,2,PurePath,,
41525910Z1X1X0X6825416X20260602113208Y0Y0.session,PurePath,1780411065342185000,1780411065444327000,102142,102142,21985,0,8270,93635,0,0,0,101905,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,41525910Z1X1X0X6825416X20260602113208Y0Y0.session,d76690bbdb2db612b8472bf10fb61c0b,1780411065342,1,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-s4dfz),PROCESS_GROUP_INSTANCE-9CF1A4CCC8A4DB87,false,1780411065342185000,1780411065444327000,102142,102142,21985,0,8270,93635,0,0,0,0,0,0,1,0,95841,200,true,0,PurePath,,
15442260Z1X111X0X1747411566X20260602111522Y0Y0.session,PurePath,1780411065104193000,1780411065509094000,404901,404901,404901,0,6405,0,0,398399,0,404901,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,consultaCpfRfb@_@/consultaCpfRfb/<masked>,15442260Z1X111X0X1747411566X20260602111522Y0Y0.session,c8befc5eaa8e105dbdfdb71d4764f45e,1780411065104,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-rvcbz),PROCESS_GROUP_INSTANCE-6253C8785CC754B9,false,1780411065104193000,1780411065509094000,404901,404901,404901,0,6405,0,0,398399,0,0,0,0,1,0,398731,200,true,2,PurePath,,
17752803Z1X20X0X1812642605X20260602104904Y0Y0.session,PurePath,1780411065081067000,1780411065342236000,261169,261169,11156,0,7286,253807,0,0,0,261093,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/consultaCpfRfb/<masked-digits-oa>@_@/fini/v1/brai-srv-empf-restbloq/consultaCpfRfb/<masked-digits-oa>,17752803Z1X20X0X1812642605X20260602104904Y0Y0.session,5680f348a0dc981fb26d862cd1d55165,1780411065081,2,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-gpdgp),PROCESS_GROUP_INSTANCE-E07C7B45CEF299BB,false,1780411065081067000,1780411065342236000,261169,261169,11156,0,7286,253807,0,0,0,0,0,0,1,0,254378,200,true,0,PurePath,,
50944367Z1X61X0X2095057822X20260602111310Y0Y0.session,PurePath,1780411064595081000,1780411064700964000,105883,105883,18863,0,9074,96687,0,0,0,105761,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,50944367Z1X61X0X2095057822X20260602111310Y0Y0.session,5b7fb72849ee7900dec036089b0f8024,1780411064595,2,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-zj968),PROCESS_GROUP_INSTANCE-B7AD997337F1208A,false,1780411064595081000,1780411064700964000,105883,105883,18863,0,9074,96687,0,0,0,0,0,0,1,0,99283,200,true,0,PurePath,,
92725317Z1X20X0X553745785X20260602104904Y0Y0.session,PurePath,1780411064336041000,1780411064336069000,28,28,28,0,27,0,0,0,0,28,SERVICE-20454ECA2019DD09,Ping /brai-srv-empf-restbloq - corp,ping@_@,92725317Z1X20X0X553745785X20260602104904Y0Y0.session,2566a0b8e765f3004ab50c5f7d3df365,1780411064336,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,false,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-446sq),PROCESS_GROUP_INSTANCE-CED887F3C8978DA2,true,1780411064336041000,1780411064336069000,28,28,28,0,27,0,0,0,0,0,0,0,0,0,0,0,false,0,PurePath,,
24557495Z1X16X0X2092918912X20260602110538Y0Y0.session,PurePath,1780411064138191000,1780411064229506000,91315,91315,62432,4972,36829,0,0,2108,0,62432,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,24557495Z1X16X0X2092918912X20260602110538Y0Y0.session,d9c7e95ba5fc71aca1bfcd371a45c2ba,1780411064138,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-br7rr),PROCESS_GROUP_INSTANCE-CD32EF9D406465C6,false,1780411064138191000,1780411064229506000,91315,91315,62432,4972,36829,0,0,2108,0,0,0,2,1,6214,31349,200,true,2,PurePath,,
33208277Z1X104X0X2681895754X20260602104039Y0Y0.session,PurePath,1780411063958165000,1780411064043073000,84908,84908,84929,0,41240,20141,0,23193,0,84929,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,33208277Z1X104X0X2681895754X20260602104039Y0Y0.session,556711fdaf1c7e9a9a2117d63eafd585,1780411063958,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-rv2vv),PROCESS_GROUP_INSTANCE-62921E4DDD259931,false,1780411063958165000,1780411064043073000,84908,84908,84929,0,41240,20141,0,23193,0,0,0,2,1,7138,20418,200,true,2,PurePath,,
11406402Z1X88X0X1514982488X20260602110455Y0Y0.session,PurePath,1780411063933218000,1780411064001013000,67795,67795,67814,0,34537,0,0,29198,0,67814,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,11406402Z1X88X0X1514982488X20260602110455Y0Y0.session,00000000000000002ce638c5b99196eb,1780411063933,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-r5c52),PROCESS_GROUP_INSTANCE-715A9E4EF292F76E,false,1780411063933218000,1780411064001013000,67795,67795,67814,0,34537,0,0,29198,0,0,0,2,1,8831,12837,200,true,2,PurePath,,
14995792Z1X65X0X1961590269X20260602105822Y0Y0.session,PurePath,1780411063251162000,1780411063362917000,111755,111755,70021,0,47672,0,0,2588,0,70021,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,14995792Z1X65X0X1961590269X20260602105822Y0Y0.session,134a40f02a66859b1caeeca42b25fa90,1780411063251,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-br7rr),PROCESS_GROUP_INSTANCE-CD32EF9D406465C6,false,1780411063251162000,1780411063362917000,111755,111755,70021,0,47672,0,0,2588,0,0,0,2,1,7006,44685,200,true,2,PurePath,,
13342615Z1X14X0X4453843341X20260602104953Y0Y0.session,PurePath,1780411062819280000,1780411062910159000,90879,90879,90900,0,35980,0,0,51941,0,90900,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,13342615Z1X14X0X4453843341X20260602104953Y0Y0.session,72cf68ca3ca7b399eebd45c0896f01f6,1780411062819,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-xppg6),PROCESS_GROUP_INSTANCE-CC6F93DA5E71C4DC,false,1780411062819280000,1780411062910159000,90879,90879,90900,0,35980,0,0,51941,0,0,0,2,1,6430,34781,200,true,2,PurePath,,
12023085Z1X111X0X1747411295X20260602111522Y0Y0.session,PurePath,1780411062798197000,1780411062880256000,82059,82059,82081,4237,35006,18053,0,4603,0,82081,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,12023085Z1X111X0X1747411295X20260602111522Y0Y0.session,c939b1504e830ee98f2eb28de12eb4f3,1780411062798,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-rvcbz),PROCESS_GROUP_INSTANCE-6253C8785CC754B9,false,1780411062798197000,1780411062880256000,82059,82059,82081,4237,35006,18053,0,4603,0,0,0,2,1,8979,20330,200,true,2,PurePath,,
48290922Z1X30X0X1341260762X20260602111838Y0Y0.session,PurePath,1780411062261155000,1780411062333133000,71978,71978,71994,3239,32506,0,0,17178,0,71994,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,48290922Z1X30X0X1341260762X20260602111838Y0Y0.session,54a739be0cba237ac7a0c4162b62546a,1780411062261,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-446sq),PROCESS_GROUP_INSTANCE-CED887F3C8978DA2,false,1780411062261155000,1780411062333133000,71978,71978,71994,3239,32506,0,0,17178,0,0,0,2,1,6860,17426,200,true,3,PurePath,,
11858994Z1X101X0X925124222X20260602112821Y0Y0.session,PurePath,1780411061914172000,1780411061985531000,71359,71359,71383,0,39480,11520,0,10633,0,71383,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,11858994Z1X101X0X925124222X20260602112821Y0Y0.session,e1cc2f7d2765cfb1ed2ca2409d5a05a0,1780411061914,2,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-mpmrk),PROCESS_GROUP_INSTANCE-0CEAA227E4D70B95,false,1780411061914172000,1780411061985531000,71359,71359,71383,0,39480,11520,0,10633,0,0,0,2,1,6950,9944,200,true,2,PurePath,,
57553604Z1X59X0X257083691X20260602111355Y0Y0.session,PurePath,1780411061904096000,1780411066981022000,5076926,5076926,5011398,0,9158,5067644,0,0,0,5076802,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,57553604Z1X59X0X257083691X20260602111355Y0Y0.session,b27ef8ef7a9b13419b9afe6644044143,1780411061904,2,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-ksxcz),PROCESS_GROUP_INSTANCE-5DD9345561DC97B4,false,1780411061904096000,1780411066981022000,5076926,5076926,5011398,0,9158,5067644,0,0,0,0,0,0,1,0,5068649,200,true,0,PurePath,,
17083219Z1X26X0X159580072X20260602113327Y0Y0.session,PurePath,1780411061873046000,1780411061873081000,35,35,35,0,33,0,0,0,0,35,SERVICE-20454ECA2019DD09,Ping /brai-srv-empf-restbloq - corp,ping@_@,17083219Z1X26X0X159580072X20260602113327Y0Y0.session,19572b397a9c358b8027181136f10322,1780411061873,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,false,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-wmsq9),PROCESS_GROUP_INSTANCE-07F9E5EC76EDD8C4,true,1780411061873046000,1780411061873081000,35,35,35,0,33,0,0,0,0,0,0,0,0,0,0,0,false,0,PurePath,,
15695047Z1X70X0X10370753X20260602113122Y0Y0.session,PurePath,1780411061687213000,1780411061780426000,93213,93213,93239,5020,40483,0,0,25581,0,93239,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,15695047Z1X70X0X10370753X20260602113122Y0Y0.session,e00a129a04a9c2fdda27e28117899149,1780411061687,4,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-mpmrk),PROCESS_GROUP_INSTANCE-0CEAA227E4D70B95,false,1780411061687213000,1780411061780426000,93213,93213,93239,5020,40483,0,0,25581,0,0,0,2,1,6064,22259,200,true,2,PurePath,,
12181343Z1X82X0X2065031323X20260602111017Y0Y0.session,PurePath,1780411061217143000,1780411061282294000,65151,65151,65164,3254,30380,15225,0,0,0,65164,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,12181343Z1X82X0X2065031323X20260602111017Y0Y0.session,8fe4abe79945a7ee448bd0e604839ed1,1780411061217,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-446sq),PROCESS_GROUP_INSTANCE-CED887F3C8978DA2,false,1780411061217143000,1780411061282294000,65151,65151,65164,3254,30380,15225,0,0,0,0,0,2,1,5327,15737,200,true,3,PurePath,,
10265805Z1X70X0X10370442X20260602113122Y0Y0.session,PurePath,1780411061207205000,1780411061281959000,74754,74754,64437,3254,40351,0,0,1909,0,64437,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,10265805Z1X70X0X10370442X20260602113122Y0Y0.session,ca692d13d5f67e33b030fb11728904d1,1780411061207,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-446sq),PROCESS_GROUP_INSTANCE-CED887F3C8978DA2,false,1780411061207205000,1780411061281959000,74754,74754,64437,3254,40351,0,0,1909,0,0,0,2,1,6073,12481,200,true,3,PurePath,,
52527806Z1X26X0X1810581678X20260602110325Y0Y0.session,PurePath,1780411061034210000,1780411061114762000,80552,80552,80570,3203,35766,9357,0,31913,0,80570,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,52527806Z1X26X0X1810581678X20260602110325Y0Y0.session,db013c4e9bf150dec9813f9ea6a40887,1780411061034,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-wmsq9),PROCESS_GROUP_INSTANCE-07F9E5EC76EDD8C4,false,1780411061034210000,1780411061114762000,80552,80552,80570,3203,35766,9357,0,31913,0,0,0,2,1,6341,26326,200,true,2,PurePath,,
67852274Z1X70X0X157345733X20260602113122Y0Y0.session,PurePath,1780411060934073000,1780411061057838000,123765,123765,34602,0,9158,114524,0,0,0,123682,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,67852274Z1X70X0X157345733X20260602113122Y0Y0.session,e0310c5af3476c9624280f7963b78a79,1780411060934,2,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-5q4th),PROCESS_GROUP_INSTANCE-E588D5B220300C59,false,1780411060934073000,1780411061057838000,123765,123765,34602,0,9158,114524,0,0,0,0,0,0,1,0,117215,200,true,0,PurePath,,
84834249Z1X22X0X48103332X20260602113309Y0Y0.session,PurePath,1780411060885234000,1780411060966058000,80824,80824,80843,6079,41723,16818,0,0,0,80843,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,84834249Z1X22X0X48103332X20260602113309Y0Y0.session,bf662a65f93c09361b990da2fb831bb2,1780411060885,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-mpmrk),PROCESS_GROUP_INSTANCE-0CEAA227E4D70B95,false,1780411060885234000,1780411060966058000,80824,80824,80843,6079,41723,16818,0,0,0,0,0,2,1,5382,16514,200,true,3,PurePath,,
35414347Z1X20X0X2223099329X20260602104904Y0Y0.session,PurePath,1780411060883179000,1780411060961025000,77846,77846,77866,7224,33735,0,0,38455,0,79414,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,35414347Z1X20X0X2223099329X20260602104904Y0Y0.session,ff816e370d72ec87147d4ff8af266dba,1780411060883,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-rvcbz),PROCESS_GROUP_INSTANCE-6253C8785CC754B9,false,1780411060883179000,1780411060961025000,77846,77846,77866,7224,33735,0,0,38455,0,0,0,2,1,9672,22961,200,true,3,PurePath,,
86204521Z1X31X0X2217209804X20260602110155Y0Y0.session,PurePath,1780411060675269000,1780411060747891000,72622,72622,72646,0,37321,0,0,19002,0,72646,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,86204521Z1X31X0X2217209804X20260602110155Y0Y0.session,91a3802087e273e21011bcfd206069ca,1780411060675,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-rvcbz),PROCESS_GROUP_INSTANCE-6253C8785CC754B9,false,1780411060675269000,1780411060747891000,72622,72622,72646,0,37321,0,0,19002,0,0,0,2,1,6918,16515,200,true,3,PurePath,,
49397344Z1X87X0X1318754553X20260602105221Y0Y0.session,PurePath,1780411060654084000,1780411060739358000,85274,85274,12678,0,7944,77129,0,0,0,85073,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/restritivos@_@/fini/v1/brai-srv-empf-restbloq/restritivos,49397344Z1X87X0X1318754553X20260602105221Y0Y0.session,fa7b05504a060d25cec0fa0c92248d95,1780411060654,2,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-hq4nv),PROCESS_GROUP_INSTANCE-469FC0E01EC4F551,false,1780411060654084000,1780411060739358000,85274,85274,12678,0,7944,77129,0,0,0,0,0,0,1,0,77939,200,true,0,PurePath,,
14356524Z1X22X0X48102809X20260602113309Y0Y0.session,PurePath,1780411060130202000,1780411060221855000,91653,91653,62297,5871,38006,15827,0,2318,0,62297,SERVICE-3125E179DD09277C,RestricaoBloqueioController /brai-srv-empf-restbloq - corp,checaRestritivos@_@/restritivos,14356524Z1X22X0X48102809X20260602113309Y0Y0.session,c4168fcbb5b2ca9d6836f96a18157d62,1780411060130,1,false,WebService,WEBSPHERE_LIBERTY,0,false,false,true,ws-server.jar brai-srv-empf-restbloq-*,ws-server.jar brai-srv-empf-restbloq-* (brai-srv-empf-restbloq-fb5854f44-446sq),PROCESS_GROUP_INSTANCE-CED887F3C8978DA2,false,1780411060130202000,1780411060221855000,91653,91653,62297,5871,38006,15827,0,2318,0,0,0,2,1,7538,32008,200,true,2,PurePath,,
88825856Z1X7X0X287245864X20260602113608Y0Y0.session,PurePath,1780411060031064000,1780411060062202000,31138,31138,14785,0,7004,0,0,0,0,14785,SERVICE-464EB54489D67635,Microsserviços que checar restritivos do cliente e Produto (/fini/v1/brai-srv-empf-restbloq),/fini/v1/brai-srv-empf-restbloq/consultaCpfRfb/<masked-digits-oa>@_@/fini/v1/brai-srv-empf-restbloq/consultaCpfRfb/<masked-digits-oa>,88825856Z1X7X0X287245864X20260602113608Y0Y0.session,54009373d218f7c9d898d6512172f19a,1780411060031,2,false,WebRequest,JAVA,0,false,false,true,vshell axway-apitraffic-*,vshell axway-apitraffic-* (axway-apitraffic-cff9b6b74-b5vk7),PROCESS_GROUP_INSTANCE-C4AE78AFDEDCC696,false,1780411060031064000,1780411060062202000,31138,31138,14785,0,7004,0,0,0,0,0,0,0,1,0,24140,200,true,0,PurePath,,
